Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	sBC_nORF1 Spectral Count	sBC_nORF2 Spectral Count	sBC_nORF1 Unique Spectral Count	sBC_nORF2 Unique Spectral Count	sBC_nORF1 Total Spectral Count	sBC_nORF2 Total Spectral Count	sBC_nORF1 Intensity	sBC_nORF2 Intensity	sBC_nORF1 Unique Intensity	sBC_nORF2 Unique Intensity	sBC_nORF1 Total Intensity	sBC_nORF2 Total Intensity	Indistinguishable Proteins
ENSG00000185504.16_81552330_81540819_881	ENSG00000185504.16_81552330_81540819_881			881	39.50				1.0000	0.9990	30	56	56	56	31	25	31	25	31	25	5.873945E8	4.57325312E8	5.873945E8	4.57325312E8	5.873945E8	4.57325312E8	
ENSG00000185507.19_615364_612645_503	ENSG00000185507.19_615364_612645_503			503	24.30				1.0000	0.9990	8	10	10	10	4	6	4	6	4	6	1.2788948E8	8.9563258E8	1.2788948E8	8.9563258E8	1.2788948E8	8.9563258E8	
ENSG00000185513.14_43513486_43541128_868	ENSG00000185513.14_43513486_43541128_868			868	27.50				1.0000	0.9990	23	47	47	47	27	20	27	20	27	20	2.01097856E8	8.3697741E8	2.01097856E8	8.3697741E8	2.01097856E8	8.3697741E8	
ENSG00000185515.14_155071528_155120150_291	ENSG00000185515.14_155071528_155120150_291			291	64.60				1.0000	0.9990	19	78	78	78	42	36	42	36	42	36	1.65611802E9	2.70000947E9	1.65611802E9	2.70000947E9	1.65611802E9	2.70000947E9	
ENSG00000185518.11_91226264_91292552_683	ENSG00000185518.11_91226264_91292552_683			683	19.50				1.0000	0.9990	15	28	28	30	15	13	15	13	15	15	1.35159296E9	6.6018976E8	1.35159296E9	6.6018976E8	1.35159296E9	6.6018976E8	
ENSG00000185522.8_560716_554980_634	ENSG00000185522.8_560716_554980_634			634	26.20				1.0000	0.9990	12	14	14	14	9	5	9	5	9	5	8.0184506E8	4.7376256E8	8.0184506E8	4.7376256E8	8.0184506E8	4.7376256E8	
ENSG00000185532.15_51153207_52293900_568	ENSG00000185532.15_51153207_52293900_568			568	44.90				1.0000	0.9990	28	34	34	37	18	16	18	16	20	17	4.8026052E7	2.73012654E10	4.8026052E7	2.73012654E10	4.8026052E7	2.73012654E10	
ENSG00000185551.14_96332112_96337622_412	ENSG00000185551.14_96332112_96337622_412			412	29.90				1.0000	0.9990	12	6	6	16	2	4	2	4	6	10	1.3662488E7	3.10770176E8	1.3662488E7	3.10770176E8	2.7126016E8	1.15386202E9	
ENSG00000185559.13_100727069_100734896_383	ENSG00000185559.13_100727069_100734896_383			383	37.90				1.0000	0.9990	10	17	17	17	9	8	9	8	9	8	2.29486336E8	6.1739411E8	2.29486336E8	6.1739411E8	2.29486336E8	6.1739411E8	
ENSG00000185565.11_116445031_115810317_338	ENSG00000185565.11_116445031_115810317_338			338	56.50				1.0000	0.9990	18	44	44	44	29	15	29	15	29	15	2.00251968E9	1.10212058E9	2.00251968E9	1.10212058E9	2.00251968E9	1.10212058E9	
ENSG00000185591.9_53381673_53411240_778	ENSG00000185591.9_53381673_53411240_778			778	20.40				1.0000	0.9990	13	33	33	33	19	14	19	14	19	14	3.83255616E8	1.37008832E9	3.83255616E8	1.37008832E9	3.83255616E8	1.37008832E9	
ENSG00000185608.8_19432555_19435962_206	ENSG00000185608.8_19432555_19435962_206			206	65.50				1.0000	0.9990	14	57	57	57	29	28	29	28	29	28	3.26124928E9	2.33508173E9	3.26124928E9	2.33508173E9	3.26124928E9	2.33508173E9	
ENSG00000185619.18_733681_766079_242	ENSG00000185619.18_733681_766079_242			242	60.70				1.0000	0.9990	17	22	22	22	7	15	7	15	7	15	0.0	2.13297088E9	0.0	2.13297088E9	0.0	2.13297088E9	
ENSG00000185624.14_81860471_81844012_508	ENSG00000185624.14_81860471_81844012_508			508	86.40				1.0000	0.9990	52	872	872	872	453	419	453	419	453	419	9.2794356E10	2.8845133E11	9.2794356E10	2.8845133E11	9.2794356E10	2.8845133E11	
ENSG00000185627.17_237050_252600_376	ENSG00000185627.17_237050_252600_376			376	84.00				1.0000	0.9990	28	210	210	210	111	99	111	99	111	99	1.17204593E10	2.11948278E10	1.17204593E10	2.11948278E10	1.17204593E10	2.11948278E10	
ENSG00000185630.18_164559844_164821583_340	ENSG00000185630.18_164559844_164821583_340			340	69.10				1.0000	0.9990	23	47	0	47	28	19	0	0	28	19	9.7071386E8	3.82770765E9	0.0	0.0	9.7071386E8	3.82770765E9	ENSG00000185630.18_164559844_164846676_423
ENSG00000185634.11_48857786_48825971_305	ENSG00000185634.11_48857786_48825971_305			305	50.20				1.0000	0.9990	11	11	11	14	7	4	7	4	9	5	3.66180416E8	3.16798144E8	3.66180416E8	3.16798144E8	4.86934208E8	5.27703264E8	
ENSG00000185650.9_68792938_68789533_338	ENSG00000185650.9_68792938_68789533_338			338	46.20				1.0000	0.9990	17	23	23	28	16	7	16	7	20	8	3.49541696E8	1.27272136E8	3.49541696E8	1.27272136E8	4.64986048E8	3.30371936E8	
ENSG00000185664.14_55966692_55954214_683	ENSG00000185664.14_55966692_55954214_683			683	13.20				1.0000	0.9990	5	5	5	5	2	3	2	3	2	3	9.1057776E7	1.0824924E8	9.1057776E7	1.0824924E8	9.1057776E7	1.0824924E8	
ENSG00000185670.7_62754062_62752090_574	ENSG00000185670.7_62754062_62752090_574			574	30.80				1.0000	0.9990	16	19	19	19	11	8	11	8	11	8	1.47906544E8	3.4682944E8	1.47906544E8	3.4682944E8	1.47906544E8	3.4682944E8	
ENSG00000185681.12_122159973_122199931_161	ENSG00000185681.12_122159973_122199931_161			161	47.80				1.0000	0.9990	10	15	15	15	8	7	8	7	8	7	1.53317536E8	0.0	1.53317536E8	0.0	1.53317536E8	0.0	
ENSG00000185684.12_132105077_132108754_136	ENSG00000185684.12_132105077_132108754_136			136	31.60				1.0000	0.9990	3	3	0	3	1	2	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	ENSG00000185684.12_132105077_132114494_146, ENSG00000185684.12_132105077_132114529_136
ENSG00000185721.12_31399684_31433971_367	ENSG00000185721.12_31399684_31433971_367			367	76.80				1.0000	0.9990	30	96	92	96	49	47	47	45	49	47	3.47817677E9	1.29650964E10	4.5120558E9	2.55274624E9	3.47817677E9	1.29650964E10	
ENSG00000185722.16_4263941_4167779_1169	ENSG00000185722.16_4263941_4167779_1169			1169	56.90				1.0000	0.9990	57	222	222	222	107	115	107	115	107	115	4.1553833E9	4.4539238E9	4.1553833E9	4.4539238E9	4.1553833E9	4.4539238E9	
ENSG00000185728.16_63168878_63209706_585	ENSG00000185728.16_63168878_63209706_585			585	46.80				1.0000	0.9990	31	113	65	113	57	56	33	32	57	56	5.2297144E9	4.9090079E9	4.5337313E9	3.82012262E9	5.2297144E9	4.9090079E9	
ENSG00000185730.7_143293050_143296800_358	ENSG00000185730.7_143293050_143296800_358			358	55.00				1.0000	0.9990	23	30	30	30	21	9	21	9	21	9	1.93999808E8	2.80114432E8	1.93999808E8	2.80114432E8	1.93999808E8	2.80114432E8	
ENSG00000185736.15_1737150_1183193_739	ENSG00000185736.15_1737150_1183193_739			739	43.70				1.0000	0.9990	27	31	31	31	18	13	18	13	18	13	4.28057664E8	1.46875856E8	4.28057664E8	1.46875856E8	4.28057664E8	1.46875856E8	
ENSG00000185742.6_109423634_109424227_197	ENSG00000185742.6_109423634_109424227_197			197	28.90				1.0000	0.9990	7	7	7	7	3	4	3	4	3	4	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000185745.9_89392713_89403712_478	ENSG00000185745.9_89392713_89403712_478			478	70.30				1.0000	0.9990	28	64	64	66	36	28	36	28	36	30	1.22355366E9	1.73866317E9	1.22355366E9	1.73866317E9	1.22355366E9	1.73866317E9	
ENSG00000185753.12_40647520_40630615_319	ENSG00000185753.12_40647520_40630615_319			319	71.50				1.0000	0.9990	21	37	17	37	20	17	11	6	20	17	5.27855488E8	9.417984E8	4.53354848E8	5.34700384E8	5.27855488E8	9.417984E8	
ENSG00000185787.14_78873018_78897067_323	ENSG00000185787.14_78873018_78897067_323			323	50.20				1.0000	0.9990	18	35	35	40	22	13	22	13	25	15	6.0770906E8	8.800128E8	6.0770906E8	8.800128E8	8.3141683E8	6.8932666E8	
ENSG00000185798.7_196561475_196554211_358	ENSG00000185798.7_196561475_196554211_358			358	33.20				1.0000	0.9990	9	16	16	16	7	9	7	9	7	9	0.0	5.26346752E8	0.0	5.26346752E8	0.0	5.26346752E8	
ENSG00000185800.11_45792711_45784243_659	ENSG00000185800.11_45792711_45784243_659			659	32.30				1.0000	0.9990	15	21	21	21	13	8	13	8	13	8	2.54902592E8	1.1735264E8	2.54902592E8	1.1735264E8	2.54902592E8	1.1735264E8	
ENSG00000185803.8_144359294_144361015_445	ENSG00000185803.8_144359294_144361015_445			445	11.00				1.0000	0.9990	4	4	4	4	3	1	3	1	3	1	1.60602432E8	7.9092768E8	1.60602432E8	7.9092768E8	1.60602432E8	7.9092768E8	
ENSG00000185813.10_81911355_81904833_389	ENSG00000185813.10_81911355_81904833_389			389	68.60				1.0000	0.9990	28	93	93	93	51	42	51	42	51	42	5.3028859E9	1.91545677E9	5.3028859E9	1.91545677E9	5.3028859E9	1.91545677E9	
ENSG00000185818.7_2059623_2064127_265	ENSG00000185818.7_2059623_2064127_265			265	35.50				1.0000	0.9990	10	11	11	11	5	6	5	6	5	6	4.796448E8	2.35393648E8	4.796448E8	2.35393648E8	4.796448E8	2.35393648E8	
ENSG00000185825.15_153723244_153700937_246	ENSG00000185825.15_153723244_153700937_246			246	54.10				1.0000	0.9990	26	143	143	143	65	78	65	78	65	78	5.073707E9	2.23608054E10	5.073707E9	2.23608054E10	5.073707E9	2.23608054E10	
ENSG00000185838.13_19821355_19788709_327	ENSG00000185838.13_19821355_19788709_327			327	43.10				1.0000	0.9990	13	31	31	31	12	19	12	19	12	19	5.5211284E9	2.97652326E9	5.5211284E9	2.97652326E9	5.5211284E9	2.97652326E9	
ENSG00000185860.13_162859634_162854765_298	ENSG00000185860.13_162859634_162854765_298			298	74.80				1.0000	0.9990	22	29	29	29	14	15	14	15	14	15	0.0	2.11643546E9	0.0	2.11643546E9	0.0	2.11643546E9	
ENSG00000185875.12_25023224_25025455_743	ENSG00000185875.12_25023224_25025455_743			743	53.80				1.0000	0.9990	35	103	103	103	57	46	57	46	57	46	3.65198496E8	4.446209E9	3.65198496E8	4.446209E9	3.65198496E8	4.446209E9	
ENSG00000185880.12_44729357_44729389_10	ENSG00000185880.12_44729357_44729389_10			10	100.00				1.0000	0.9990	1	2	2	2	2	0	2	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000185883.11_2514104_2519745_155	ENSG00000185883.11_2514104_2519745_155			155	34.20				1.0000	0.9990	3	16	16	16	7	9	7	9	7	9	3.39295424E8	7.5531968E8	3.39295424E8	7.5531968E8	3.39295424E8	7.5531968E8	
ENSG00000185896.10_113297435_113322421_417	ENSG00000185896.10_113297435_113322421_417			417	49.20				1.0000	0.9990	21	85	85	85	38	47	38	47	38	47	5.4545797E10	3.10567772E10	5.4545797E10	3.10567772E10	5.4545797E10	3.10567772E10	
ENSG00000185900.9_43103636_43122877_321	ENSG00000185900.9_43103636_43122877_321			321	44.50				1.0000	0.9990	12	29	29	29	16	13	16	13	16	13	7.224937E8	9.0507315E9	7.224937E8	9.0507315E9	7.224937E8	9.0507315E9	
ENSG00000185905.3_29744849_29744277_190	ENSG00000185905.3_29744849_29744277_190			190	72.10				1.0000	0.9990	9	10	10	10	7	3	7	3	7	3	1.48474163E9	0.0	1.48474163E9	0.0	1.48474163E9	0.0	
ENSG00000185909.14_49172818_49175801_338	ENSG00000185909.14_49172818_49175801_338			338	59.80				1.0000	0.9990	16	43	43	46	23	20	23	20	25	21	5.3774106E8	1.45883952E8	5.3774106E8	1.45883952E8	2.33076096E9	4.00544768E8	
ENSG00000185920.15_95516820_95446912_1446	ENSG00000185920.15_95516820_95446912_1446			1446	27.00				1.0000	0.9990	31	44	44	44	26	18	26	18	26	18	3.25572928E8	4.40010752E8	3.25572928E8	4.40010752E8	3.25572928E8	4.40010752E8	
ENSG00000185924.6_1937590_1936496_364	ENSG00000185924.6_1937590_1936496_364			364	24.50				1.0000	0.9990	8	12	12	12	8	4	8	4	8	4	0.0	9.4069229E8	0.0	9.4069229E8	0.0	9.4069229E8	
ENSG00000185946.15_103526071_103551780_517	ENSG00000185946.15_103526071_103551780_517			517	66.50				1.0000	0.9990	30	79	79	79	38	41	38	41	38	41	4.3930976E8	1.62374042E9	4.3930976E8	1.62374042E9	4.3930976E8	1.62374042E9	
ENSG00000185947.14_31873967_31916481_743	ENSG00000185947.14_31873967_31916481_743			743	29.90				1.0000	0.9990	18	21	21	21	8	13	8	13	8	13	3.54302496E8	4.65207488E8	3.54302496E8	4.65207488E8	3.54302496E8	4.65207488E8	
ENSG00000185950.8_109786053_109756304_1338	ENSG00000185950.8_109786053_109756304_1338			1338	35.70				1.0000	0.9990	39	56	56	56	32	24	32	24	32	24	1.85030368E8	3.08154752E9	1.85030368E8	3.08154752E9	1.85030368E8	3.08154752E9	
ENSG00000185985.8_145822426_145824963_845	ENSG00000185985.8_145822426_145824963_845			845	23.40				1.0000	0.9990	16	32	32	32	18	14	18	14	18	14	2.79696448E8	6.191216E8	2.79696448E8	6.191216E8	2.79696448E8	6.191216E8	
ENSG00000185989.10_114073796_113979347_802	ENSG00000185989.10_114073796_113979347_802			802	46.10				1.0000	0.9990	29	49	49	50	25	24	25	24	26	24	9.481596E7	9.0073197E8	9.481596E7	9.0073197E8	9.481596E7	9.0073197E8	
ENSG00000186001.12_197791279_197871471_712	ENSG00000186001.12_197791279_197871471_712			712	61.10				1.0000	0.9990	26	47	47	49	24	23	24	23	25	24	1.11775411E9	1.53512218E9	1.11775411E9	1.53512218E9	1.11775411E9	1.53512218E9	
ENSG00000186017.14_36473449_36448977_412	ENSG00000186017.14_36473449_36448977_412			412	38.10				1.0000	0.9990	17	22	22	26	10	12	10	12	14	12	1.46175936E8	3.38757568E8	1.46175936E8	3.38757568E8	1.46175936E8	3.38757568E8	
ENSG00000186020.12_36556157_36546866_545	ENSG00000186020.12_36556157_36546866_545			545	38.90				1.0000	0.9990	18	22	22	22	13	9	13	9	13	9	0.0	6.5694579E8	0.0	6.5694579E8	0.0	6.5694579E8	
ENSG00000186026.6_44082072_44087260_526	ENSG00000186026.6_44082072_44087260_526			526	41.60				1.0000	0.9990	23	33	0	35	15	18	0	0	17	18	6.9898701E8	5.4891398E8	0.0	0.0	6.9898701E8	5.4891398E8	ENSG00000267022.1_44082072_44087260_526
ENSG00000186073.11_36579861_36808453_281	ENSG00000186073.11_36579861_36808453_281			281	16.70				1.0000	0.9990	4	6	6	6	1	5	1	5	1	5	9.7339E7	2.65266256E8	9.7339E7	2.65266256E8	9.7339E7	2.65266256E8	
ENSG00000186081.11_52520296_52514942_590	ENSG00000186081.11_52520296_52514942_590			590	51.70				1.0000	0.9990	40	48	48	100	25	23	25	23	44	56	2.77203712E8	7.0965683E8	2.77203712E8	7.0965683E8	3.5265212E10	4.7913202E10	
ENSG00000186088.15_77416321_77311358_854	ENSG00000186088.15_77416321_77311358_854			854	29.30				1.0000	0.9990	20	29	29	29	11	18	11	18	11	18	8.2597549E8	1.00939456E9	8.2597549E8	1.00939456E9	8.2597549E8	1.00939456E9	
ENSG00000186104.10_14892097_14878122_465	ENSG00000186104.10_14892097_14878122_465			465	33.10				1.0000	0.9990	13	29	29	29	16	13	16	13	16	13	3.5189504E8	9.7640296E7	3.5189504E8	9.7640296E7	3.5189504E8	9.7640296E7	
ENSG00000186106.11_100529833_100510577_232	ENSG00000186106.11_100529833_100510577_232			232	46.10				1.0000	0.9990	9	21	0	21	13	8	0	0	13	8	8.1808006E8	3.07328448E8	0.0	0.0	8.1808006E8	3.07328448E8	ENSG00000186106.11_100529833_100522555_228
ENSG00000186130.4_122912072_122910798_424	ENSG00000186130.4_122912072_122910798_424			424	31.80				1.0000	0.9990	16	21	21	21	12	9	12	9	12	9	1.56633488E8	3.26290752E8	1.56633488E8	3.26290752E8	1.56633488E8	3.26290752E8	
ENSG00000186132.14_119339959_119302472_126	ENSG00000186132.14_119339959_119302472_126			126	65.90				1.0000	0.9990	8	15	15	15	7	8	7	8	7	8	3.18646912E8	9.5801224E7	3.18646912E8	9.5801224E7	3.18646912E8	9.5801224E7	
ENSG00000186141.8_145825777_145842420_534	ENSG00000186141.8_145825777_145842420_534			534	67.80				1.0000	0.9990	35	68	68	68	34	34	34	34	34	34	1.42730394E9	1.40550477E9	1.42730394E9	1.40550477E9	1.42730394E9	1.40550477E9	
ENSG00000186153.16_78099779_78278656_189	ENSG00000186153.16_78099779_78278656_189			189	44.40				1.0000	0.9990	8	6	6	13	3	3	3	3	7	6	9.1589864E7	5.10545376E8	9.1589864E7	5.10545376E8	9.1589864E7	9.3655827E8	
ENSG00000186153.16_78099779_79211796_414	ENSG00000186153.16_78099779_79211796_414			414	54.60				1.0000	0.9990	20	32	25	32	18	14	14	11	18	14	3.8413568E8	5.35135808E8	4.77709952E8	2.21384128E8	3.8413568E8	5.35135808E8	
ENSG00000186174.12_118908570_118898415_1462	ENSG00000186174.12_118908570_118898415_1462			1462	48.70				1.0000	0.9990	59	114	114	114	69	45	69	45	69	45	6.6176954E8	1.05597178E9	6.6176954E8	1.05597178E9	6.6176954E8	1.05597178E9	
ENSG00000186184.16_27621984_27623250_133	ENSG00000186184.16_27621984_27623250_133			133	85.00				1.0000	0.9990	10	36	34	36	15	21	14	20	15	21	2.58849229E9	4.3374003E9	2.58849229E9	4.3374003E9	2.58849229E9	4.3374003E9	
ENSG00000186184.16_27621984_27665953_122	ENSG00000186184.16_27621984_27665953_122			122	54.10				1.0000	0.9990	8	16	16	18	11	5	11	5	12	6	2.59828352E8	2.84451072E8	2.59828352E8	2.84451072E8	2.59828352E8	2.84451072E8	
ENSG00000186187.11_74999801_75106539_184	ENSG00000186187.11_74999801_75106539_184			184	66.30				1.0000	0.9990	10	25	25	25	18	7	18	7	18	7	9.8054152E7	2.14300352E8	9.8054152E7	2.14300352E8	9.8054152E7	2.14300352E8	
ENSG00000186197.13_236483165_236484331_388	ENSG00000186197.13_236483165_236484331_388			388	29.40				1.0000	0.9990	10	5	5	196	4	1	4	1	97	99	0.0	1.921296E8	0.0	1.921296E8	5.4399812E10	6.105616E10	
ENSG00000186205.12_220786945_220813418_337	ENSG00000186205.12_220786945_220813418_337			337	41.80				1.0000	0.9990	15	25	25	33	12	13	12	13	17	16	3.31200448E8	8.3347328E8	3.31200448E8	8.3347328E8	1.75054182E9	2.24292915E9	
ENSG00000186212.3_76897849_76895468_793	ENSG00000186212.3_76897849_76895468_793			793	33.90				1.0000	0.9990	31	47	47	47	19	28	19	28	19	28	6.8625555E8	2.11927027E9	6.8625555E8	2.11927027E9	6.8625555E8	2.11927027E9	
ENSG00000186222.4_6716210_6716863_217	ENSG00000186222.4_6716210_6716863_217			217	59.00				1.0000	0.9990	13	28	28	28	16	12	16	12	16	12	8.913913E8	1.3176407E9	8.913913E8	1.3176407E9	8.913913E8	1.3176407E9	
ENSG00000186230.6_57435579_57445485_778	ENSG00000186230.6_57435579_57445485_778			778	32.50				1.0000	0.9990	19	31	30	35	18	13	17	13	20	15	3.135032E8	5.7143776E8	3.135032E8	5.7143776E8	3.135032E8	5.7143776E8	
ENSG00000186260.16_14140607_14261444_1099	ENSG00000186260.16_14140607_14261444_1099			1099	28.80				1.0000	0.9990	24	56	56	56	24	32	24	32	24	32	1.09579981E9	1.99689907E9	1.09579981E9	1.99689907E9	1.09579981E9	1.99689907E9	
ENSG00000186272.12_57418005_57421481_626	ENSG00000186272.12_57418005_57421481_626			626	29.60				1.0000	0.9990	15	17	16	19	9	8	9	7	10	9	3.6754288E8	1.5049321E9	3.6754288E8	1.5049321E9	3.6754288E8	1.5049321E9	
ENSG00000186283.13_179082129_179095218_397	ENSG00000186283.13_179082129_179095218_397			397	65.00				1.0000	0.9990	20	39	39	39	21	18	21	18	21	18	1.46391424E9	4.41107776E8	1.46391424E9	4.41107776E8	1.46391424E9	4.41107776E8	
ENSG00000186300.11_2841573_2853952_628	ENSG00000186300.11_2841573_2853952_628			628	38.90				1.0000	0.9990	25	32	31	32	13	19	12	19	13	19	5.4008826E8	4.68720512E8	5.4008826E8	4.68720512E8	5.4008826E8	4.68720512E8	
ENSG00000186310.9_93673304_93671784_506	ENSG00000186310.9_93673304_93671784_506			506	29.80				1.0000	0.9990	14	19	19	19	13	6	13	6	13	6	0.0	1.93710336E8	0.0	1.93710336E8	0.0	1.93710336E8	
ENSG00000186314.11_145823122_145764941_160	ENSG00000186314.11_145823122_145764941_160			160	51.20				1.0000	0.9990	8	13	13	13	7	6	7	6	7	6	7.4026024E7	0.0	7.4026024E7	0.0	7.4026024E7	0.0	
ENSG00000186318.16_117315762_117289566_490	ENSG00000186318.16_117315762_117289566_490			490	35.10				1.0000	0.9990	20	33	33	33	19	14	19	14	19	14	1.05106822E9	7.2251494E8	1.05106822E9	7.2251494E8	1.05106822E9	7.2251494E8	
ENSG00000186350.9_134401685_134436614_435	ENSG00000186350.9_134401685_134436614_435			435	53.60				1.0000	0.9990	24	33	33	43	18	15	18	15	23	20	1.75659686E9	0.0	1.75659686E9	0.0	1.8177065E9	2.14704048E8	
ENSG00000186352.8_185396924_185400017_158	ENSG00000186352.8_185396924_185400017_158			158	32.30				1.0000	0.9990	6	7	7	7	4	3	4	3	4	3	2.88303872E8	3.70056448E8	2.88303872E8	3.70056448E8	2.88303872E8	3.70056448E8	
ENSG00000186395.7_40822585_40818476_584	ENSG00000186395.7_40822585_40818476_584			584	45.00				1.0000	0.9990	30	59	59	65	26	33	26	33	32	33	2.55316032E8	8.591033E8	2.55316032E8	8.591033E8	2.55316032E8	8.591033E8	
ENSG00000186409.14_42536506_42654028_776	ENSG00000186409.14_42536506_42654028_776			776	38.90				1.0000	0.9990	35	52	52	52	24	28	24	28	24	28	5.9499972E7	8.9161082E8	5.9499972E7	8.9161082E8	5.9499972E7	8.9161082E8	
ENSG00000186416.13_119592479_119589352_684	ENSG00000186416.13_119592479_119589352_684			684	64.20				1.0000	0.9990	49	80	80	80	40	40	40	40	40	40	1.0987511E9	9.931943E8	1.0987511E9	9.931943E8	1.0987511E9	9.931943E8	
ENSG00000186432.8_160565282_160502104_521	ENSG00000186432.8_160565282_160502104_521			521	51.10				1.0000	0.9990	18	115	66	115	75	40	47	19	75	40	1.85421581E9	4.5820068E9	1.21648038E9	1.10197619E9	1.85421581E9	4.5820068E9	
ENSG00000186448.14_44629155_44644220_1029	ENSG00000186448.14_44629155_44644220_1029			1029	30.30				1.0000	0.9990	33	40	37	41	22	18	20	17	22	19	2.48223344E8	2.1091927E9	2.48223344E8	2.1091927E9	2.48223344E8	2.1091927E9	
ENSG00000186462.8_73214492_73213110_460	ENSG00000186462.8_73214492_73213110_460			460	26.70				1.0000	0.9990	11	22	22	22	16	6	16	6	16	6	8.4466214E8	3.34360448E8	8.4466214E8	3.34360448E8	8.4466214E8	3.34360448E8	
ENSG00000186468.12_82278323_82276109_143	ENSG00000186468.12_82278323_82276109_143			143	49.70				1.0000	0.9990	8	53	53	53	28	25	28	25	28	25	5.164492E10	5.9691164E10	5.164492E10	5.9691164E10	5.164492E10	5.9691164E10	
ENSG00000186469.8_51950679_51966687_71	ENSG00000186469.8_51950679_51966687_71			71	84.50				1.0000	0.9990	10	42	42	42	21	21	21	21	21	21	4.7539901E9	2.70785613E9	4.7539901E9	2.70785613E9	4.7539901E9	2.70785613E9	
ENSG00000186487.17_1979777_1791867_1186	ENSG00000186487.17_1979777_1791867_1186			1186	42.30				1.0000	0.9990	50	82	82	86	45	37	45	37	46	40	6.6263386E8	3.1061456E8	6.6263386E8	3.1061456E8	6.6263386E8	3.1061456E8	
ENSG00000186496.10_35374292_35368351_333	ENSG00000186496.10_35374292_35368351_333			333	43.50				1.0000	0.9990	15	23	0	23	13	10	0	0	13	10	4.3715872E8	3.9823392E8	0.0	0.0	4.3715872E8	3.9823392E8	ENSG00000186496.10_35374292_35369215_335
ENSG00000186501.14_27322297_27335466_175	ENSG00000186501.14_27322297_27335466_175			175	36.60				1.0000	0.9990	9	49	49	49	29	20	29	20	29	20	1.34693043E9	3.66992096E8	1.34693043E9	3.66992096E8	1.34693043E9	3.66992096E8	
ENSG00000186532.11_1827994_1781286_804	ENSG00000186532.11_1827994_1781286_804			804	35.20				1.0000	0.9990	20	31	31	31	16	15	16	15	16	15	3.7400288E8	2.0548792E8	3.7400288E8	2.0548792E8	3.7400288E8	2.0548792E8	
ENSG00000186566.12_44503370_44397568_1502	ENSG00000186566.12_44503370_44397568_1502			1502	49.50				1.0000	0.9990	80	157	157	157	90	67	90	67	90	67	4.9041674E9	3.36346573E9	4.9041674E9	3.36346573E9	4.9041674E9	3.36346573E9	
ENSG00000186575.17_29604095_29683055_558	ENSG00000186575.17_29604095_29683055_558			558	48.60				1.0000	0.9990	1	1	1	1	1	0	1	0	1	0	1.5058747E7	0.0	1.5058747E7	0.0	1.5058747E7	0.0	
ENSG00000186575.17_29604095_29694802_563	ENSG00000186575.17_29604095_29694802_563			563	49.20				1.0000	0.9990	1	1	1	1	0	1	0	1	0	1	0.0	9.8540141E8	0.0	9.8540141E8	0.0	9.8540141E8	
ENSG00000186577.12_34247791_34246803_102	ENSG00000186577.12_34247791_34246803_102			102	41.20				1.0000	0.9990	2	4	4	4	4	0	4	0	4	0	1.77639888E8	0.0	1.77639888E8	0.0	1.77639888E8	0.0	
ENSG00000186591.11_129952555_129834937_183	ENSG00000186591.11_129952555_129834937_183			183	39.30				1.0000	0.9990	9	37	37	37	12	25	12	25	12	25	1.44404147E9	1.44797082E9	1.44404147E9	1.44797082E9	1.44404147E9	1.44797082E9	
ENSG00000186594.14_1713846_1712767_90	ENSG00000186594.14_1713846_1712767_90			90	60.00				1.0000	0.9990	8	13	9	13	6	7	5	4	6	7	6.2613766E8	1.21076296E8	4.6916752E8	0.0	6.2613766E8	1.21076296E8	
