Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	sBC_nORF-1 Spectral Count	sBC_nORF-2 Spectral Count	sBC_nORF-1 Unique Spectral Count	sBC_nORF-2 Unique Spectral Count	sBC_nORF-1 Total Spectral Count	sBC_nORF-2 Total Spectral Count	sBC_nORF-1 Intensity	sBC_nORF-2 Intensity	sBC_nORF-1 Unique Intensity	sBC_nORF-2 Unique Intensity	sBC_nORF-1 Total Intensity	sBC_nORF-2 Total Intensity	Indistinguishable Proteins
ENSG00000148444.15_26_307	ENSG00000148444.15_26_307			94	88.30				1.0000	0.9990	8	1	1	37	0	1	0	1	18	19	0.0	0.0	0.0	0.0	3.79928294E9	2.93540275E9	
ENSG00000273703.1_1_378	ENSG00000273703.1_1_378			126	81.00				1.0000	0.9990	19	3	3	729	1	2	1	2	378	351	0.0	0.0	0.0	0.0	5.25548192E11	6.5588311E11	
ENSG00000275713.2_1_378	ENSG00000275713.2_1_378			126	81.00				1.0000	0.9990	19	1	1	727	0	1	0	1	377	350	0.0	0.0	0.0	0.0	5.25548192E11	6.5588311E11	
ENSG00000124635.8_1_378	ENSG00000124635.8_1_378			126	79.40				1.0000	0.9990	17	90	72	693	45	45	36	36	360	333	3.9007265E10	4.3729977E10	3.9007265E10	4.3729977E10	3.48655911E11	2.94602703E11	
ENSG00000185130.5_203_403	ENSG00000185130.5_203_403			67	100.00				1.0000	0.9990	13	90	90	303	42	48	42	48	141	162	2.68687974E9	1.21618931E9	2.68687974E9	1.21618931E9	8.7543587E10	3.2974508E10	
ENSG00000180596.7_7_384	ENSG00000180596.7_7_384			126	0.00				0.0675	0.9990	19	726	0	744	377	349	0	0	386	358	5.25548192E11	6.5588311E11	0.0	0.0	5.25548192E11	6.5588311E11	ENSG00000273802.2_50_427, ENSG00000277224.2_40_417, ENSG00000278588.1_1_378
ENSG00000276644.4_1_2274	ENSG00000276644.4_1_2274			758	38.50				1.0000	0.9990	30	51	2	51	35	16	1	1	35	16	1.19560166E9	7.5128237E8	0.0	0.0	1.19560166E9	7.5128237E8	
ENSG00000282988.1_51_557	ENSG00000282988.1_51_557			169	69.20				1.0000	0.9990	17	461	5	461	224	237	4	1	224	237	1.92144212E11	3.37776574E11	0.0	0.0	1.92144212E11	3.37776574E11	
ENSG00000246705.4_89_475	ENSG00000246705.4_89_475			129	82.90				1.0000	0.9990	14	5	1	454	3	2	1	0	217	237	1.18174432E8	4.513246E7	1.18174432E8	0.0	1.92144212E11	3.37776574E11	
ENSG00000277075.2_1_390	ENSG00000277075.2_1_390			130	83.10				0.5826	0.9990	15	2	0	456	1	1	0	0	221	235	8.762456E7	1.50675968E8	0.0	0.0	1.92144212E11	3.37776574E11	ENSG00000278463.1_1_390
ENSG00000284308.1_1_1746	ENSG00000284308.1_1_1746			582	22.70				1.0000	0.9990	11	19	6	19	13	6	4	2	13	6	1.92818534E9	2.22779699E9	1.8322409E9	1.24049664E9	1.92818534E9	2.22779699E9	
ENSG00000109332.19_694_1134	ENSG00000109332.19_694_1134			147	40.80				0.9999	0.9990	4	45	2	45	31	14	0	2	31	14	1.88140462E10	5.9442586E9	0.0	5.5542006E9	1.88140462E10	5.9442586E9	
ENSG00000125954.12_4_1416	ENSG00000125954.12_4_1416			471	48.20				0.9999	0.9990	24	17	1	54	6	11	0	1	23	31	6.4860614E8	3.77669632E8	0.0	0.0	1.85826317E9	1.59625011E9	
ENSG00000131508.15_627_1067	ENSG00000131508.15_627_1067			147	43.50				0.9999	0.9990	4	1	1	44	0	1	0	1	31	13	0.0	0.0	0.0	0.0	1.95325317E10	3.90057984E8	
ENSG00000106701.11_120_1709	ENSG00000106701.11_120_1709			530	58.70				0.9997	0.9990	28	1	1	64	1	0	1	0	37	27	0.0	0.0	0.0	0.0	2.04325888E9	3.78286234E9	
ENSG00000124780.13_142_954	ENSG00000124780.13_142_954			271	19.20				0.9997	0.9990	6	11	3	11	6	5	2	1	6	5	7.0865216E7	0.0	0.0	0.0	7.0865216E7	0.0	
ENSG00000124780.13_234_1229	ENSG00000124780.13_234_1229			332	16.60				0.9997	0.9990	6	1	1	9	0	1	0	1	4	5	0.0	0.0	0.0	0.0	7.0865216E7	0.0	
ENSG00000196367.12_69_10763	ENSG00000196367.12_69_10763			3565	46.50				0.9997	0.9990	158	1	1	323	1	0	1	0	176	147	0.0	0.0	0.0	0.0	8.4440435E8	1.51673894E9	
ENSG00000203666.12_176_661	ENSG00000203666.12_176_661			162	38.30				0.9997	0.9990	4	1	1	5	1	0	1	0	2	3	0.0	0.0	0.0	0.0	0.0	7.9319608E7	
ENSG00000203666.12_550_948	ENSG00000203666.12_550_948			133	47.40				0.9997	0.9990	4	1	1	5	0	1	0	1	1	4	0.0	0.0	0.0	0.0	0.0	7.9319608E7	
ENSG00000002919.14_206_313	ENSG00000002919.14_206_313			36	69.40				0.9990	0.9990	1	1	1	1	0	1	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000003989.17_219_2192	ENSG00000003989.17_219_2192			658	39.10				0.9990	0.9990	21	1	1	49	0	1	0	1	28	21	0.0	0.0	0.0	0.0	8.4073247E9	5.541141E9	
ENSG00000004866.20_200_1861	ENSG00000004866.20_200_1861			554	54.70				0.9990	0.9990	28	1	1	47	1	0	1	0	31	16	0.0	0.0	0.0	0.0	3.96664512E8	2.6290032E8	
ENSG00000005469.11_188_448	ENSG00000005469.11_188_448			87	92.00				0.9990	0.9990	10	1	1	14	0	1	0	1	6	8	0.0	0.0	0.0	0.0	1.1137367E9	4.15544512E8	
ENSG00000005801.16_77_1894	ENSG00000005801.16_77_1894			606	33.80				0.9990	0.9990	17	1	1	20	1	0	1	0	16	4	6.859736E7	0.0	6.859736E7	0.0	6.437079E8	2.20285808E8	
ENSG00000006071.12_32_1846	ENSG00000006071.12_32_1846			605	24.00				0.9990	0.9990	12	1	1	18	1	0	1	0	10	8	0.0	0.0	0.0	0.0	1.30634768E8	2.86787872E8	
ENSG00000006128.11_298_684	ENSG00000006128.11_298_684			129	31.80				0.9990	0.9990	5	1	1	10	1	0	1	0	4	6	0.0	0.0	0.0	0.0	7.9416872E7	1.53307296E8	
ENSG00000008130.15_193_606	ENSG00000008130.15_193_606			138	77.50				0.9990	0.9990	9	1	1	15	0	1	0	1	9	6	0.0	0.0	0.0	0.0	6.4849658E8	3.9067152E8	
ENSG00000010803.16_176_286	ENSG00000010803.16_176_286			37	32.40				0.9990	0.9990	1	1	1	1	1	0	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000011347.9_53_1618	ENSG00000011347.9_53_1618			522	61.50				0.9990	0.9990	35	1	1	72	1	0	1	0	37	35	1.15440136E8	0.0	1.15440136E8	0.0	3.95560806E9	5.3565742E9	
ENSG00000011638.10_274_756	ENSG00000011638.10_274_756			161	16.10				0.9990	0.9990	1	1	1	1	1	0	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000013441.15_94_501	ENSG00000013441.15_94_501			136	58.80				0.9990	0.9990	6	1	1	7	0	1	0	1	6	1	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000018236.14_234_2108	ENSG00000018236.14_234_2108			625	43.20				0.9990	0.9990	20	1	1	38	1	0	1	0	25	13	3.0221376E8	0.0	3.0221376E8	0.0	2.51875098E9	3.6587648E8	
ENSG00000019582.14_181_876	ENSG00000019582.14_181_876			232	46.60				0.9990	0.9990	11	1	1	28	0	1	0	1	17	11	0.0	0.0	0.0	0.0	3.18436352E9	5.12491616E8	
ENSG00000021645.18_492_3674	ENSG00000021645.18_492_3674			1061	50.40				0.9990	0.9990	45	1	1	86	0	1	0	1	48	38	0.0	0.0	0.0	0.0	2.44458496E9	1.03107341E9	
ENSG00000026652.13_563_856	ENSG00000026652.13_563_856			98	59.20				0.9990	0.9990	8	1	1	33	1	0	1	0	20	13	5.5952364E7	0.0	5.5952364E7	0.0	6.6850394E8	8.8814477E8	
ENSG00000031823.14_59_1759	ENSG00000031823.14_59_1759			567	59.60				0.9990	0.9990	31	1	1	165	0	1	0	1	84	81	0.0	0.0	0.0	0.0	6.4958725E9	7.9595587E9	
ENSG00000035681.7_214_2964	ENSG00000035681.7_214_2964			917	45.40				0.9990	0.9990	29	1	1	49	0	1	0	1	27	22	0.0	0.0	0.0	0.0	2.83559296E8	2.18021325E9	
ENSG00000037757.13_184_1023	ENSG00000037757.13_184_1023			280	39.30				0.9990	0.9990	14	1	1	45	1	0	1	0	30	15	0.0	0.0	0.0	0.0	2.45086054E9	9.0433024E8	
ENSG00000038427.15_387_7583	ENSG00000038427.15_387_7583			2399	34.30				0.9990	0.9990	67	1	1	101	1	0	1	0	54	47	0.0	0.0	0.0	0.0	2.71190272E9	1.3264599E9	
ENSG00000040341.17_276_1787	ENSG00000040341.17_276_1787			504	70.80				0.9990	0.9990	40	2	2	90	1	1	1	1	47	43	0.0	1.0450256E8	0.0	1.0450256E8	1.70835597E9	1.8647785E9	
ENSG00000048162.20_60_485	ENSG00000048162.20_60_485			142	38.70				0.9990	0.9990	7	2	2	16	0	2	0	2	7	9	0.0	0.0	0.0	0.0	1.80448E8	1.10597952E9	
ENSG00000050438.16_410_2650	ENSG00000050438.16_410_2650			747	34.40				0.9990	0.9990	26	1	1	50	1	0	1	0	26	24	0.0	0.0	0.0	0.0	1.05387354E9	8.2056538E8	
ENSG00000056586.15_300_3491	ENSG00000056586.15_300_3491			1064	36.80				0.9990	0.9990	32	1	1	54	1	0	1	0	30	24	0.0	0.0	0.0	0.0	6.7037491E9	1.50705664E9	
ENSG00000058404.19_205_1713	ENSG00000058404.19_205_1713			503	77.70				0.9990	0.9990	33	1	1	188	0	1	0	1	97	91	0.0	0.0	0.0	0.0	1.74116372E10	2.48168223E10	
ENSG00000060656.19_130_4437	ENSG00000060656.19_130_4437			1436	28.20				0.9990	0.9990	33	1	1	55	0	1	0	1	33	22	0.0	0.0	0.0	0.0	8.0130733E8	8.881908E7	
ENSG00000064225.12_404_499	ENSG00000064225.12_404_499			32	43.80				0.9990	0.9990	1	1	1	1	0	1	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000064995.16_115_576	ENSG00000064995.16_115_576			154	55.20				0.9990	0.9990	8	1	1	14	0	1	0	1	9	5	0.0	0.0	0.0	0.0	7.5174216E7	0.0	
ENSG00000065361.14_165_713	ENSG00000065361.14_165_713			183	14.80				0.9990	0.9990	2	1	1	2	1	0	1	0	2	0	0.0	0.0	0.0	0.0	1.04621176E8	0.0	
ENSG00000067955.13_164_724	ENSG00000067955.13_164_724			187	62.60				0.9990	0.9990	15	2	2	41	0	2	0	2	20	21	0.0	0.0	0.0	0.0	3.32698931E9	2.74174157E9	
ENSG00000070010.18_254_1006	ENSG00000070010.18_254_1006			251	54.20				0.9990	0.9990	14	1	1	53	1	0	1	0	31	22	9.0227688E7	0.0	9.0227688E7	0.0	4.818602E9	9.8528492E9	
ENSG00000071462.11_59_901	ENSG00000071462.11_59_901			281	39.50				0.9990	0.9990	10	1	1	20	0	1	0	1	14	6	0.0	4.4775232E8	0.0	4.4775232E8	2.78658336E8	5.8183981E8	
ENSG00000071794.15_204_3221	ENSG00000071794.15_204_3221			1006	55.50				0.9990	0.9990	61	1	1	128	1	0	1	0	65	63	0.0	0.0	0.0	0.0	1.31638917E10	7.6685459E8	
ENSG00000072062.13_34_1062	ENSG00000072062.13_34_1062			343	56.60				0.9990	0.9990	21	1	1	80	0	1	0	1	41	39	0.0	0.0	0.0	0.0	1.21847941E10	7.1970657E9	
ENSG00000072401.14_228_668	ENSG00000072401.14_228_668			147	19.70				0.9990	0.9990	2	1	1	35	1	0	1	0	23	12	3.74087136E8	0.0	3.74087136E8	0.0	1.09119462E9	3.90057984E8	
ENSG00000073008.14_312_1391	ENSG00000073008.14_312_1391			360	43.10				0.9990	0.9990	14	1	1	79	1	0	1	0	50	29	0.0	0.0	0.0	0.0	3.25986202E9	5.9214444E9	
ENSG00000073969.18_201_539	ENSG00000073969.18_201_539			113	31.00				0.9990	0.9990	4	1	1	6	1	0	1	0	3	3	0.0	0.0	0.0	0.0	2.61332528E8	1.02929325E9	
ENSG00000074219.13_92_1432	ENSG00000074219.13_92_1432			447	11.20				0.9990	0.9990	8	1	1	28	0	1	0	1	13	15	0.0	0.0	0.0	0.0	1.28875392E9	1.71264816E8	
ENSG00000076258.9_10_720	ENSG00000076258.9_10_720			237	29.50				0.9990	0.9990	6	1	1	7	1	0	1	0	4	3	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000078304.19_49_1395	ENSG00000078304.19_49_1395			449	51.40				0.9990	0.9990	24	1	1	83	0	1	0	1	45	38	0.0	9088027.0	0.0	9088027.0	6.5656484E9	8.2457016E9	
ENSG00000079102.16_456_2267	ENSG00000079102.16_456_2267			604	43.20				0.9990	0.9990	35	1	1	49	0	1	0	1	27	22	0.0	0.0	0.0	0.0	7.5405229E8	6.5410291E8	
ENSG00000079387.13_499_867	ENSG00000079387.13_499_867			123	10.60				0.9990	0.9990	1	1	1	1	0	1	0	1	0	1	0.0	3.6092672E8	0.0	3.6092672E8	0.0	3.6092672E8	
ENSG00000080546.13_96_1571	ENSG00000080546.13_96_1571			492	43.50				0.9990	0.9990	19	1	1	23	1	0	1	0	15	8	1.65625872E8	0.0	1.65625872E8	0.0	2.40614912E8	2.76731296E8	
ENSG00000082515.17_42_659	ENSG00000082515.17_42_659			206	55.30				0.9990	0.9990	11	1	1	63	0	1	0	1	33	30	0.0	0.0	0.0	0.0	4.5058883E9	5.2574864E8	
ENSG00000082641.15_605_2887	ENSG00000082641.15_605_2887			761	12.50				0.9990	0.9990	5	1	1	5	1	0	1	0	4	1	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000083067.22_332_4219	ENSG00000083067.22_332_4219			1296	42.40				0.9990	0.9990	52	2	2	80	1	1	1	1	43	37	0.0	0.0	0.0	0.0	1.89941699E10	1.5774071E9	
ENSG00000083099.10_1_294	ENSG00000083099.10_1_294			98	37.80				0.9990	0.9990	5	1	1	18	0	1	0	1	12	6	0.0	0.0	0.0	0.0	5.24940032E8	5.537671E8	
ENSG00000083457.11_78_167	ENSG00000083457.11_78_167			30	90.00				0.9990	0.9990	1	1	1	1	1	0	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000083896.12_337_2517	ENSG00000083896.12_337_2517			727	47.30				0.9990	0.9990	42	1	1	103	0	1	0	1	57	46	0.0	1.7602232E8	0.0	1.7602232E8	2.65630157E9	3.4033664E9	
ENSG00000084676.15_195_4514	ENSG00000084676.15_195_4514			1440	46.50				0.9990	0.9990	65	1	1	125	0	1	0	1	71	54	0.0	0.0	0.0	0.0	2.47612749E9	3.74238029E9	
ENSG00000085185.15_88_4155	ENSG00000085185.15_88_4155			1356	36.10				0.9990	0.9990	46	1	1	68	0	1	0	1	38	30	0.0	0.0	0.0	0.0	4.3986048E8	6.6253993E9	
ENSG00000087157.18_10_1371	ENSG00000087157.18_10_1371			454	46.70				0.9990	0.9990	20	3	3	49	2	1	2	1	30	19	4.1354252E7	0.0	4.1354252E7	0.0	8.8083597E8	7.7381293E8	
ENSG00000088448.14_968_1075	ENSG00000088448.14_968_1075			36	50.00				0.9990	0.9990	1	1	1	1	0	1	0	1	0	1	0.0	1.20699864E8	0.0	1.20699864E8	0.0	1.20699864E8	
ENSG00000089486.16_356_874	ENSG00000089486.16_356_874			173	5.80				0.9990	0.9990	1	2	2	2	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000092108.20_43_432	ENSG00000092108.20_43_432			130	33.80				0.9990	0.9990	4	1	1	12	0	1	0	1	10	2	0.0	3.38180064E8	0.0	3.38180064E8	1.72451251E9	4.53929696E8	
ENSG00000093183.13_126_209	ENSG00000093183.13_126_209			28	35.70				0.9990	0.9990	1	1	1	1	1	0	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000099256.18_10_579	ENSG00000099256.18_10_579			190	67.90				0.9990	0.9990	15	1	1	33	0	1	0	1	17	16	0.0	7.0188488E7	0.0	7.0188488E7	1.40988646E9	1.1757769E9	
ENSG00000099256.18_18_536	ENSG00000099256.18_18_536			173	48.00				0.9990	0.9990	8	1	1	21	1	0	1	0	11	10	0.0	0.0	0.0	0.0	1.18435936E8	6.8240166E8	
ENSG00000099860.8_278_712	ENSG00000099860.8_278_712			145	20.00				0.9990	0.9990	1	1	1	1	0	1	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000099956.18_186_1304	ENSG00000099956.18_186_1304			373	73.70				0.9990	0.9990	23	3	3	72	1	2	1	2	38	34	3.6908652E7	1.14638096E8	3.6908652E7	1.14638096E8	3.17645056E9	2.16008192E9	
ENSG00000100413.16_355_723	ENSG00000100413.16_355_723			123	56.90				0.9990	0.9990	8	1	1	18	1	0	1	0	11	7	0.0	0.0	0.0	0.0	3.00711629E9	9.8018291E8	
ENSG00000100577.18_145_666	ENSG00000100577.18_145_666			174	52.30				0.9990	0.9990	12	1	1	73	0	1	0	1	37	36	0.0	0.0	0.0	0.0	6.7051817E9	6.3431782E9	
ENSG00000100814.17_43_159	ENSG00000100814.17_43_159			39	53.80				0.9990	0.9990	1	1	1	1	0	1	0	1	0	1	0.0	2.09521424E8	0.0	2.09521424E8	0.0	2.09521424E8	
ENSG00000100908.13_289_618	ENSG00000100908.13_289_618			110	13.60				0.9990	0.9990	1	1	1	1	1	0	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000100926.14_226_690	ENSG00000100926.14_226_690			155	34.80				0.9990	0.9990	4	1	1	10	0	1	0	1	4	6	0.0	6.7181169E9	0.0	6.7181169E9	5.6255078E8	6.8285164E9	
ENSG00000100938.17_43_507	ENSG00000100938.17_43_507			155	71.00				0.9990	0.9990	14	1	1	74	0	1	0	1	46	28	0.0	0.0	0.0	0.0	6.4701E9	4.966185E9	
ENSG00000101152.10_154_654	ENSG00000101152.10_154_654			167	54.50				0.9990	0.9990	9	2	2	39	1	1	1	1	18	21	0.0	8.5097224E7	0.0	8.5097224E7	4.7058862E9	1.3240618E10	
ENSG00000101198.14_91_714	ENSG00000101198.14_91_714			208	3.40				0.9990	0.9990	1	3	3	3	1	2	1	2	1	2	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000101276.14_311_1705	ENSG00000101276.14_311_1705			465	2.60				0.9990	0.9990	1	1	1	1	0	1	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000101557.14_317_1693	ENSG00000101557.14_317_1693			459	88.00				0.9990	0.9990	40	1	1	233	1	0	1	0	126	107	0.0	0.0	0.0	0.0	7.473044E9	1.68285204E10	
ENSG00000101843.18_1_579	ENSG00000101843.18_1_579			193	94.30				0.9990	0.9990	19	2	2	162	1	1	1	1	82	80	0.0	0.0	0.0	0.0	1.42966344E10	9.5451392E9	
ENSG00000102054.17_324_1556	ENSG00000102054.17_324_1556			411	60.30				0.9990	0.9990	19	1	1	93	1	0	1	0	48	45	4.0480768E8	0.0	4.0480768E8	0.0	1.45404938E10	1.31950981E10	
ENSG00000102606.17_944_1207	ENSG00000102606.17_944_1207			88	63.60				0.9990	0.9990	6	1	1	22	0	1	0	1	14	8	0.0	7.923529E8	0.0	7.923529E8	2.63466944E8	9.5545523E8	
ENSG00000102796.10_49_267	ENSG00000102796.10_49_267			73	68.50				0.9990	0.9990	4	1	1	7	0	1	0	1	3	4	0.0	0.0	0.0	0.0	8.4210528E7	0.0	
ENSG00000102908.20_95_337	ENSG00000102908.20_95_337			81	79.00				0.9990	0.9990	3	1	1	3	1	0	1	0	1	2	0.0	0.0	0.0	0.0	0.0	3.74452096E8	
ENSG00000103168.16_193_1236	ENSG00000103168.16_193_1236			348	32.80				0.9990	0.9990	7	1	1	8	1	0	1	0	4	4	0.0	0.0	0.0	0.0	3.58017E7	5.07431712E8	
ENSG00000103248.18_87_1175	ENSG00000103248.18_87_1175			363	44.60				0.9990	0.9990	14	1	1	23	1	0	1	0	11	12	5.25358E7	0.0	5.25358E7	0.0	5.703607E8	5.5946438E8	
ENSG00000104218.14_80_1291	ENSG00000104218.14_80_1291			404	48.00				0.9990	0.9990	22	1	1	32	1	0	1	0	15	17	3.85646432E8	0.0	3.85646432E8	0.0	8.3764474E8	2.53563622E9	
ENSG00000104537.16_74_1021	ENSG00000104537.16_74_1021			316	79.40				0.9990	0.9990	31	1	1	286	1	0	1	0	111	175	0.0	0.0	0.0	0.0	1.88792627E10	4.8023532E10	
ENSG00000104979.8_57_224	ENSG00000104979.8_57_224			56	73.20				0.9990	0.9990	5	1	1	13	1	0	1	0	8	5	9.2456792E7	0.0	9.2456792E7	0.0	5.9512339E8	2.88844128E8	
ENSG00000105290.11_66_1997	ENSG00000105290.11_66_1997			644	50.80				0.9990	0.9990	27	1	1	43	0	1	0	1	22	21	0.0	0.0	0.0	0.0	3.83512544E8	4.16426688E8	
ENSG00000105397.13_291_314	ENSG00000105397.13_291_314			8	87.50				0.9990	0.9990	1	1	1	1	1	0	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000105438.8_427_876	ENSG00000105438.8_427_876			150	12.70				0.9990	0.9990	1	1	1	1	1	0	1	0	1	0	4.3341676E7	0.0	4.3341676E7	0.0	4.3341676E7	0.0	
ENSG00000105948.13_84_1421	ENSG00000105948.13_84_1421			446	57.80				0.9990	0.9990	26	1	1	40	0	1	0	1	18	22	0.0	0.0	0.0	0.0	3.30843264E8	1.19484966E9	
ENSG00000106477.18_69_932	ENSG00000106477.18_69_932			288	69.80				0.9990	0.9990	17	1	1	41	1	0	1	0	19	22	0.0	0.0	0.0	0.0	5.8841126E8	7.714807E8	
ENSG00000106608.16_53_340	ENSG00000106608.16_53_340			96	46.90				0.9990	0.9990	3	1	1	3	0	1	0	1	1	2	0.0	2.87528E8	0.0	2.87528E8	1.3245496E8	2.87528E8	
ENSG00000106701.11_426_1568	ENSG00000106701.11_426_1568			381	58.30				0.9990	0.9990	21	3	3	50	1	2	1	2	27	23	5.6354496E7	1.41245536E8	5.6354496E7	1.41245536E8	1.73574323E9	3.95645056E9	
ENSG00000106803.9_268_393	ENSG00000106803.9_268_393			42	23.80				0.9990	0.9990	1	6	6	6	2	4	2	4	2	4	1.95523738E9	4.06866099E9	1.95523738E9	4.06866099E9	1.95523738E9	4.06866099E9	
ENSG00000107223.12_29_472	ENSG00000107223.12_29_472			148	62.20				0.9990	0.9990	13	2	2	41	2	0	2	0	20	21	3.7888872E7	0.0	3.7888872E7	0.0	3.97797325E9	5.2723466E9	
ENSG00000107614.21_69_785	ENSG00000107614.21_69_785			239	25.50				0.9990	0.9990	7	1	1	8	1	0	1	0	4	4	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000107874.10_86_229	ENSG00000107874.10_86_229			48	16.70				0.9990	0.9990	1	1	1	1	0	1	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000107959.15_245_697	ENSG00000107959.15_245_697			151	38.40				0.9990	0.9990	5	1	1	18	1	0	1	0	9	9	0.0	0.0	0.0	0.0	2.9391831E9	4.8816358E9	
ENSG00000108375.12_319_408	ENSG00000108375.12_319_408			30	86.70				0.9990	0.9990	1	2	2	2	1	1	1	1	1	1	0.0	8.1643488E7	0.0	8.1643488E7	0.0	8.1643488E7	
ENSG00000108474.16_63_275	ENSG00000108474.16_63_275			71	18.30				0.9990	0.9990	1	1	1	1	1	0	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000108578.14_182_1285	ENSG00000108578.14_182_1285			368	75.00				0.9990	0.9990	33	2	2	215	2	0	2	0	114	101	0.0	0.0	0.0	0.0	2.39739351E10	2.119245E10	
ENSG00000108591.9_53_568	ENSG00000108591.9_53_568			172	62.80				0.9990	0.9990	10	1	1	30	1	0	1	0	15	15	1.10564048E8	0.0	1.10564048E8	0.0	1.7113257E9	1.15331973E10	
ENSG00000108788.11_54_695	ENSG00000108788.11_54_695			214	48.10				0.9990	0.9990	9	1	1	16	1	0	1	0	11	5	0.0	0.0	0.0	0.0	4.82384256E8	6.1353568E8	
ENSG00000108848.15_25_621	ENSG00000108848.15_25_621			199	34.70				0.9990	0.9990	7	1	1	12	1	0	1	0	8	4	0.0	0.0	0.0	0.0	2.02753168E8	2.37461968E8	
ENSG00000108849.7_49_333	ENSG00000108849.7_49_333			95	9.50				0.9990	0.9990	1	1	1	1	0	1	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000109065.11_83_700	ENSG00000109065.11_83_700			206	35.40				0.9990	0.9990	6	1	1	6	0	1	0	1	2	4	0.0	0.0	0.0	0.0	0.0	1.67856E8	
ENSG00000109445.10_229_375	ENSG00000109445.10_229_375			49	32.70				0.9990	0.9990	1	1	1	1	1	0	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000109670.13_181_1947	ENSG00000109670.13_181_1947			589	35.70				0.9990	0.9990	16	1	1	26	1	0	1	0	13	13	0.0	0.0	0.0	0.0	2.24977971E9	2.31362048E9	
ENSG00000110200.8_191_553	ENSG00000110200.8_191_553			121	8.30				0.9990	0.9990	1	3	3	3	1	2	1	2	1	2	1.12351864E8	1.89157712E8	1.12351864E8	1.89157712E8	1.12351864E8	1.89157712E8	
ENSG00000110514.19_17_595	ENSG00000110514.19_17_595			193	40.90				0.9990	0.9990	12	1	1	24	1	0	1	0	16	8	1.36029664E8	0.0	1.36029664E8	0.0	9.7145702E8	5.702704E8	
ENSG00000110723.11_112_6078	ENSG00000110723.11_112_6078			1989	48.90				0.9990	0.9990	92	1	1	147	1	0	1	0	68	79	8.6063552E7	0.0	8.6063552E7	0.0	1.78868083E9	3.51129574E9	
ENSG00000111331.12_88_618	ENSG00000111331.12_88_618			177	49.20				0.9990	0.9990	10	1	1	25	1	0	1	0	13	12	0.0	0.0	0.0	0.0	5.3537312E8	7.4636832E8	
ENSG00000111832.12_73_153	ENSG00000111832.12_73_153			27	37.00				0.9990	0.9990	1	1	1	1	0	1	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000112144.15_342_458	ENSG00000112144.15_342_458			39	48.70				0.9990	0.9990	1	1	1	1	1	0	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000112234.8_244_495	ENSG00000112234.8_244_495			84	35.70				0.9990	0.9990	1	1	1	1	1	0	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000112619.7_1033_1278	ENSG00000112619.7_1033_1278			82	24.40				0.9990	0.9990	1	1	1	1	0	1	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000112697.15_311_1285	ENSG00000112697.15_311_1285			325	40.30				0.9990	0.9990	17	1	1	40	1	0	1	0	20	20	0.0	0.0	0.0	0.0	3.16433126E9	3.68441574E9	
ENSG00000113621.14_21_1031	ENSG00000113621.14_21_1031			337	54.30				0.9990	0.9990	9	2	2	17	1	1	1	1	8	9	0.0	0.0	0.0	0.0	4.85375968E8	1.85864499E9	
ENSG00000113648.16_184_1290	ENSG00000113648.16_184_1290			369	84.30				0.9990	0.9990	33	1	1	582	1	0	1	0	327	255	0.0	0.0	0.0	0.0	1.53339806E11	1.13408393E11	
ENSG00000115875.18_239_916	ENSG00000115875.18_239_916			226	61.50				0.9990	0.9990	19	1	1	193	0	1	0	1	100	93	0.0	0.0	0.0	0.0	3.5736007E10	6.4583922E10	
